Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Année édition
35,Andriy Pyatov,ua UKR,GK,Shakhtar,29,1984,6,6,540,6.0,6,1.00,25,19,76.0,2,2,2,3,50.0,,,,,,2013-2014
36,Pepe Reina,es ESP,GK,Napoli,30,1982,5,5,450,5.0,9,1.80,27,18,66.7,3,0,2,0,0.0,,,,,,2013-2014
37,Roberto,es ESP,GK,Olympiacos,27,1986,8,8,720,8.0,11,1.37,41,30,73.2,4,1,3,3,37.5,,,,,,2013-2014
38,Mark Schwarzer,au AUS,GK,Chelsea,40,1972,3,2,252,2.8,3,1.07,10,7,70.0,1,1,1,0,0.0,,,,,,2013-2014
39,Salvatore Sirigu,it ITA,GK,Paris S-G,26,1987,10,10,900,10.0,9,0.90,43,34,79.1,7,1,2,3,30.0,,,,,,2013-2014
40,Yann Sommer,ch SUI,GK,Basel,24,1988,6,6,540,6.0,6,1.00,31,25,80.6,2,2,2,1,16.7,,,,,,2013-2014
41,Wojciech Szczęsny,pl POL,GK,Arsenal,23,1990,7,7,577,6.4,5,0.78,23,18,78.3,4,0,3,3,42.9,,,,,,2013-2014
42,Ciprian Tătărușanu,ro ROU,GK,Steaua,27,1986,6,6,540,6.0,10,1.67,29,19,65.5,0,3,3,1,16.7,,,,,,2013-2014
43,Víctor Valdés,es ESP,GK,Barcelona,31,1982,6,6,540,6.0,3,0.50,18,15,83.3,5,1,0,3,50.0,,,,,,2013-2014
44,Kenneth Vermeer,nl NED,GK,Ajax,27,1986,1,1,90,1.0,4,4.00,7,3,42.9,0,0,1,0,0.0,,,,,,2013-2014
45,Roman Weidenfeller,de GER,GK,Dortmund,32,1980,9,9,765,8.5,12,1.41,42,30,71.4,5,0,4,1,11.1,,,,,,2013-2014
46,Johan Wiland,se SWE,GK,FC Copenhagen,32,1981,6,6,540,6.0,13,2.17,48,35,72.9,1,1,4,1,16.7,,,,,,2013-2014
47,Eñaut Zubikarai,es ESP,GK,Real Sociedad,29,1984,1,1,90,1.0,1,1.00,7,6,85.7,0,0,1,0,0.0,,,,,,2013-2014
1,Christian Abbiati,it ITA,GK,Milan,35,1977,7,7,630,7.0,8,1.14,29,21,72.4,2,2,3,2,28.6,,,,,,2012-2013
2,Antonio Adán,es ESP,GK,Real Madrid,25,1987,1,1,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,,,,,,2012-2013
3,Diego Alves,br BRA,GK,Valencia,27,1985,2,2,180,2.0,2,1.00,8,6,75.0,1,0,1,1,50.0,,,,,,2012-2013
