Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Année édition
36,Gal Nir,il ISR,GK,Maccabi Tel Aviv,21,1983,1,1,90,1.0,1,1.00,6,5,83.3,0,1,0,0,0.0,,,,,,2004-2005
37,Nuno,pt POR,GK,Porto,30,1974,2,2,180,2.0,1,0.50,10,9,90.0,2,0,0,1,50.0,,,,,,2004-2005
38,Tristan Peersman,be BEL,GK,Anderlecht,24,1979,2,2,180,2.0,8,4.00,16,8,50.0,0,0,2,0,0.0,,,,,,2004-2005
39,Ivan Pelizzoli,it ITA,GK,Roma,23,1980,3,3,270,3.0,9,3.00,18,9,50.0,0,0,3,0,0.0,,,,,,2004-2005
40,Nicolas Puydebois,fr FRA,GK,Lyon,23,1981,3,2,198,2.2,3,1.36,12,9,75.0,2,0,1,0,0.0,,,,,,2004-2005
41,Rüştü Reçber,tr TUR,GK,Fenerbahçe,31,1973,6,6,495,5.5,13,2.36,41,28,68.3,3,0,3,3,50.0,,,,,,2004-2005
42,Andreas Reinke,de GER,GK,Werder Bremen,35,1969,8,8,720,8.0,16,2.00,43,27,62.8,4,1,3,1,12.5,,,,,,2004-2005
43,Flavio Roma,it ITA,GK,Monaco,30,1974,8,8,720,8.0,7,0.87,43,36,83.7,4,0,4,3,37.5,,,,,,2004-2005
44,Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,29,1975,5,5,450,5.0,8,1.60,31,23,74.2,2,1,2,1,20.0,,,,,,2004-2005
45,Maarten Stekelenburg,nl NED,GK,Ajax,21,1982,2,2,180,2.0,3,1.50,12,9,75.0,0,0,2,0,0.0,,,,,,2004-2005
46,Liran Strauber,il ISR,GK,Maccabi Tel Aviv,29,1974,5,5,450,5.0,11,2.20,38,27,71.1,1,0,4,0,0.0,,,,,,2004-2005
47,Francesco Toldo,it ITA,GK,Inter,32,1971,6,6,540,6.0,6,1.00,31,25,80.6,3,2,1,1,16.7,,,,,,2004-2005
48,Víctor Valdés,es ESP,GK,Barcelona,22,1982,8,8,720,8.0,11,1.37,38,27,71.1,4,1,3,1,12.5,,,,,,2004-2005
49,Jan Van Steenberghe,be BEL,GK,Anderlecht,32,1972,1,1,90,1.0,3,3.00,9,6,66.7,0,0,1,0,0.0,,,,,,2004-2005
50,Hans Vonk,za RSA,GK,Ajax,34,1970,2,2,180,2.0,6,3.00,14,8,57.1,0,0,2,0,0.0,,,,,,2004-2005
51,Daniel Zítka,cz CZE,GK,Anderlecht,29,1975,3,3,270,3.0,6,2.00,22,16,72.7,0,0,3,0,0.0,,,,,,2004-2005
52,Edwin Zoetebier,nl NED,GK,PSV Eindhoven,34,1970,2,2,180,2.0,1,0.50,10,9,90.0,1,0,1,1,50.0,,,,,,2004-2005
53,Carlo Zotti,it ITA,GK,Roma,21,1982,2,2,180,2.0,4,2.00,13,9,69.2,0,1,1,0,0.0,,,,,,2004-2005
1,Christian Abbiati,it ITA,GK,Milan,26,1977,1,1,90,1.0,2,2.00,7,5,71.4,0,0,1,0,0.0,,,,,,2003-2004
2,Alberto,es ESP,GK,Real Sociedad,34,1969,2,2,90,1.0,2,2.00,10,8,80.0,0,1,1,0,0.0,,,,,,2003-2004
3,Marco Ambrosio,it ITA,GK,Chelsea,30,1973,3,3,270,3.0,5,1.67,14,9,64.3,1,1,1,0,0.0,,,,,,2003-2004
4,Vítor Baía,pt POR,GK,Porto,33,1969,13,13,"1,170",13.0,12,0.92,51,39,76.5,7,5,1,5,38.5,,,,,,2003-2004
5,Jaromír Blažek,cz CZE,GK,Sparta Prague,30,1972,8,8,540,6.0,9,1.50,44,35,79.5,2,3,3,3,37.5,,,,,,2003-2004
6,Juraj Buček,sk SVK,GK,Olympiacos,29,1973,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,,,,,,2003-2004
7,Gianluigi Buffon,it ITA,GK,Juventus,25,1978,6,6,540,6.0,6,1.00,22,16,72.7,3,1,2,1,16.7,,,,,,2003-2004
8,Tomislav Butina,hr CRO,GK,Club Brugge,29,1974,2,2,180,2.0,3,1.50,12,9,75.0,0,1,1,0,0.0,,,,,,2003-2004
9,Roy Carroll,nir NIR,GK,Manchester Utd,25,1977,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,,,,,,2003-2004
10,Iker Casillas,es ESP,GK,Real Madrid,22,1981,9,9,810,9.0,10,1.11,34,24,70.6,6,2,1,3,33.3,,,,,,2003-2004
11,Pablo Cavallero,ar ARG,GK,Celta Vigo,29,1974,4,4,333,3.7,6,1.62,19,13,68.4,1,0,2,0,0.0,,,,,,2003-2004
12,Kostas Chalkias,gr GRE,GK,Panathinaikos,29,1974,2,1,135,1.5,2,1.33,9,7,77.8,0,1,1,0,0.0,,,,,,2003-2004
13,Dionisis Chiotis,gr GRE,GK,AEK Athens,26,1977,2,2,180,2.0,5,2.50,12,7,58.3,0,1,1,0,0.0,,,,,,2003-2004
14,Óscar Córdoba,co COL,GK,Beşiktaş,33,1970,6,6,540,6.0,7,1.17,34,27,79.4,2,1,3,2,33.3,,,,,,2003-2004
15,Grégory Coupet,fr FRA,GK,Lyon,30,1972,9,9,736,8.2,10,1.22,33,23,69.7,4,2,2,3,33.3,,,,,,2003-2004
16,Carlo Cudicini,it ITA,GK,Chelsea,29,1973,9,9,810,9.0,5,0.56,31,26,83.9,6,2,1,6,66.7,,,,,,2003-2004
17,Dida,br BRA,GK,Milan,29,1973,9,9,810,9.0,7,0.78,33,26,78.8,5,2,2,5,55.6,,,,,,2003-2004
18,Dimitrios Eleftheropoulos,gr GRE,GK,Olympiacos,26,1976,1,1,90,1.0,7,7.00,11,4,36.4,0,0,1,0,0.0,,,,,,2003-2004
19,Jérémy Gavanon,fr FRA,GK,Marseille,19,1983,1,1,90,1.0,1,1.00,6,5,83.3,0,0,1,0,0.0,,,,,,2003-2004
20,Magnus Hedman,se SWE,GK,Celtic,30,1973,6,6,540,6.0,7,1.17,34,27,79.4,2,1,3,2,33.3,,,,,,2003-2004
21,Timo Hildebrand,de GER,GK,Stuttgart,24,1979,8,8,720,8.0,7,0.87,34,27,79.4,4,1,3,2,25.0,,,,,,2003-2004
22,Tim Howard,us USA,GK,Manchester Utd,24,1979,5,5,450,5.0,5,1.00,23,18,78.3,4,1,2,3,60.0,,,,,,2003-2004
23,Oliver Kahn,de GER,GK,Bayern Munich,34,1969,8,8,720,8.0,7,0.87,38,31,81.6,2,4,2,2,25.0,,,,,,2003-2004
24,Fanis Katergiannakis,gr GRE,GK,Olympiacos,29,1974,4,4,360,4.0,5,1.25,26,21,80.8,1,1,2,0,0.0,,,,,,2003-2004
25,Stefan Klos,de GER,GK,Rangers,31,1971,6,6,540,6.0,10,1.67,30,20,66.7,1,1,4,0,0.0,,,,,,2003-2004
26,Jens Lehmann,de GER,GK,Arsenal,33,1969,10,10,900,10.0,11,1.10,41,30,73.2,5,2,3,4,40.0,,,,,,2003-2004
27,Bogdan Lobonț,ro ROU,GK,Ajax,25,1978,6,6,540,6.0,7,1.17,28,21,75.0,2,0,4,2,33.3,,,,,,2003-2004
28,José Manuel Pinto,es ESP,GK,Celta Vigo,27,1975,5,4,387,4.3,5,1.16,22,17,77.3,1,3,1,1,25.0,,,,,,2003-2004
29,Chrisostomos Michailidis,gr GRE,GK,AEK Athens,28,1975,4,4,360,4.0,6,1.50,13,7,53.8,0,1,3,1,25.0,,,,,,2003-2004
30,José Molina,es ESP,GK,La Coruña,32,1970,12,12,"1,035",11.5,14,1.22,46,32,69.6,6,2,4,8,66.7,,,,,,2003-2004
31,Faryd Mondragón,co COL,GK,Galatasaray,32,1971,6,6,540,6.0,8,1.33,34,26,76.5,2,1,3,1,16.7,,,,,,2003-2004
32,Gustavo Munúa,uy URU,GK,La Coruña,25,1978,1,0,45,0.5,3,6.00,5,2,40.0,0,0,0,0,,,,,,,2003-2004
33,Antonios Nikopolidis,gr GRE,GK,Panathinaikos,32,1971,5,5,405,4.5,11,2.44,36,25,69.4,1,0,3,0,0.0,,,,,,2003-2004
34,Sergei Ovchinnikov,ru RUS,GK,Loko Moscow,32,1970,6,6,540,6.0,7,1.17,42,35,83.3,2,2,2,2,33.3,,,,,,2003-2004
35,Đorđe Pantić,rs SRB,GK,Partizan,23,1980,4,4,360,4.0,4,1.00,19,15,78.9,0,2,2,1,25.0,,,,,,2003-2004
36,Angelo Peruzzi,it ITA,GK,Lazio,33,1970,5,5,450,5.0,6,1.20,29,23,79.3,1,2,2,1,20.0,,,,,,2003-2004
37,Nicolas Puydebois,fr FRA,GK,Lyon,22,1981,1,1,90,1.0,1,1.00,7,6,85.7,0,0,1,0,0.0,,,,,,2003-2004
38,Radovan Radaković,rs SRB,GK,Partizan,32,1971,2,2,180,2.0,4,2.00,18,14,77.8,0,1,1,0,0.0,,,,,,2003-2004
39,Flavio Roma,it ITA,GK,Monaco,29,1974,12,12,"1,080",12.0,19,1.58,61,42,68.9,6,2,4,1,8.3,,,,,,2003-2004
40,Vedran Runje,hr CRO,GK,Marseille,27,1976,5,5,450,5.0,10,2.00,46,36,78.3,1,1,3,1,20.0,,,,,,2003-2004
41,Matteo Sereni,it ITA,GK,Lazio,28,1975,1,1,90,1.0,4,4.00,9,5,55.6,0,0,1,0,0.0,,,,,,2003-2004
42,Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,28,1975,6,6,540,6.0,8,1.33,43,35,81.4,2,1,3,1,16.7,,,,,,2003-2004
43,Tony Sylva,sn SEN,GK,Monaco,28,1975,1,1,90,1.0,0,0.00,4,4,100.0,0,1,0,1,100.0,,,,,,2003-2004
44,Francesco Toldo,it ITA,GK,Inter,31,1971,6,6,540,6.0,11,1.83,37,26,70.3,2,2,2,1,16.7,,,,,,2003-2004
45,Rémy Vercoutre,fr FRA,GK,Lyon,23,1980,1,0,74,0.8,0,0.00,3,3,100.0,1,0,0,1,,,,,,,2003-2004
46,Dany Verlinden,be BEL,GK,Club Brugge,39,1963,4,4,360,4.0,3,0.75,23,20,87.0,2,1,1,1,25.0,,,,,,2003-2004
47,Ronald Waterreus,nl NED,GK,PSV Eindhoven,32,1970,6,6,540,6.0,7,1.17,28,21,75.0,3,1,2,1,16.7,,,,,,2003-2004
48,Sander Westerveld,nl NED,GK,Real Sociedad,28,1974,6,6,450,5.0,8,1.60,26,18,69.2,2,2,2,1,16.7,,,,,,2003-2004
49,Daniel Zítka,cz CZE,GK,Anderlecht,28,1975,6,6,540,6.0,6,1.00,22,16,72.7,2,1,3,2,33.3,,,,,,2003-2004
1,Christian Abbiati,it ITA,GK,Milan,25,1977,5,5,450,5.0,9,1.80,27,18,66.7,0,1,4,0,0.0,,,,,,2002-2003
2,Francesco Antonioli,it ITA,GK,Roma,32,1969,9,9,810,9.0,9,1.00,32,23,71.9,2,4,3,3,33.3,,,,,,2002-2003
3,Dudu Aouate,il ISR,GK,Maccabi Haifa,24,1977,6,6,540,6.0,12,2.00,49,37,75.5,2,1,3,2,33.3,,,,,,2002-2003
4,Fabien Barthez,fr FRA,GK,Manchester Utd,31,1971,10,10,891,9.9,12,1.21,52,40,76.9,9,0,1,3,30.0,,,,,,2002-2003
5,Roberto Bonano,ar ARG,GK,Barcelona,32,1970,8,8,750,8.3,5,0.60,26,21,80.8,6,1,1,5,62.5,,,,,,2002-2003
6,Gianluigi Buffon,it ITA,GK,Juventus,24,1978,15,15,"1,410",15.7,16,1.02,86,70,81.4,8,3,4,5,33.3,,,,,,2002-2003
7,Hans-Jörg Butt,de GER,GK,Leverkusen,28,1974,10,10,900,10.0,18,1.80,52,34,65.4,3,0,7,2,20.0,,,,,,2002-2003
8,Santiago Cañizares,es ESP,GK,Valencia,32,1969,12,12,"1,060",11.8,12,1.02,44,32,72.7,7,3,2,3,25.0,,,,,,2002-2003
9,Roy Carroll,nir NIR,GK,Manchester Utd,24,1977,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,,,,,,2002-2003
10,Iker Casillas,es ESP,GK,Real Madrid,21,1981,15,15,"1,350",15.0,21,1.40,74,53,71.6,7,4,4,3,20.0,,,,,,2002-2003
11,Stanislav Cherchesov,xc CIS,GK,Spartak Moscow,38,1963,3,3,270,3.0,10,3.33,22,12,54.5,0,0,3,0,0.0,,,,,,2002-2003
12,Antonio Chimenti,it ITA,GK,Juventus,32,1970,2,2,180,2.0,3,1.50,11,8,72.7,0,1,1,0,0.0,,,,,,2002-2003
13,Dionisis Chiotis,gr GRE,GK,AEK Athens,25,1977,6,6,540,6.0,7,1.17,41,34,82.9,0,6,0,2,33.3,,,,,,2002-2003
14,Fabien Cool,fr FRA,GK,Auxerre,29,1972,6,6,540,6.0,7,1.17,27,20,74.1,2,1,3,2,33.3,,,,,,2002-2003
15,Grégory Coupet,fr FRA,GK,Lyon,29,1972,6,6,540,6.0,9,1.50,23,14,60.9,2,2,2,1,16.7,,,,,,2002-2003
16,Dida,br BRA,GK,Milan,28,1973,12,12,"1,110",12.3,5,0.41,44,39,88.6,9,3,0,6,50.0,,,,,,2002-2003
17,Joey Didulica,hr CRO,GK,Ajax,24,1977,4,4,360,4.0,3,0.75,23,20,87.0,1,2,1,1,25.0,,,,,,2002-2003
18,Jerzy Dudek,pl POL,GK,Liverpool,29,1973,6,6,540,6.0,8,1.33,25,17,68.0,2,2,2,1,16.7,,,,,,2002-2003
19,Dimitrios Eleftheropoulos,gr GRE,GK,Olympiacos,25,1976,6,6,540,6.0,17,2.83,37,20,54.1,1,1,4,0,0.0,,,,,,2002-2003
20,Robert Enke,de GER,GK,Barcelona,24,1977,2,2,180,2.0,1,0.50,8,7,87.5,1,1,0,1,50.0,,,,,,2002-2003
21,Árni Gautur Arason,is ISL,GK,Rosenborg,27,1975,6,6,540,6.0,12,2.00,33,21,63.6,0,4,2,1,16.7,,,,,,2002-2003
22,Shay Given,ie IRL,GK,Newcastle Utd,26,1976,10,10,900,10.0,20,2.00,51,31,60.8,3,1,6,0,0.0,,,,,,2002-2003
23,Steve Harper,eng ENG,GK,Newcastle Utd,27,1975,2,2,180,2.0,1,0.50,8,7,87.5,2,0,0,1,50.0,,,,,,2002-2003
24,Juanmi,es ESP,GK,La Coruña,31,1971,10,10,900,10.0,19,1.90,53,34,64.2,4,1,5,1,10.0,,,,,,2002-2003
25,Frank Juric,au AUS,GK,Leverkusen,28,1973,2,2,180,2.0,8,4.00,14,6,42.9,0,0,2,0,0.0,,,,,,2002-2003
26,Oliver Kahn,de GER,GK,Bayern Munich,33,1969,4,4,325,3.6,7,1.94,20,13,65.0,0,0,3,0,0.0,,,,,,2002-2003
27,Jens Lehmann,de GER,GK,Dortmund,32,1969,12,12,"1,080",12.0,12,1.00,60,48,80.0,6,2,4,3,25.0,,,,,,2002-2003
28,Maksym Levytskyi,ua UKR,GK,Spartak Moscow,29,1972,3,3,270,3.0,8,2.67,22,14,63.6,0,0,3,0,0.0,,,,,,2002-2003
29,Bogdan Lobonț,ro ROU,GK,Ajax,24,1978,6,6,540,6.0,6,1.00,31,25,80.6,1,4,1,2,33.3,,,,,,2002-2003
30,Patrick Lodewijks,nl NED,GK,Feyenoord,35,1967,2,1,135,1.5,4,2.67,11,7,63.6,0,0,1,0,0.0,,,,,,2002-2003
31,Dani Mallo,es ESP,GK,La Coruña,23,1979,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,,,,,,2002-2003
32,José Molina,es ESP,GK,La Coruña,31,1970,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,,,,,,2002-2003
33,Faryd Mondragón,co COL,GK,Galatasaray,31,1971,6,6,540,6.0,10,1.67,37,27,73.0,1,1,4,2,33.3,,,,,,2002-2003
34,Jan Moons,be BEL,GK,Genk,31,1970,5,5,370,4.1,8,1.95,25,17,68.0,0,3,1,1,20.0,,,,,,2002-2003
35,Sergei Ovchinnikov,ru RUS,GK,Loko Moscow,31,1970,12,12,"1,080",12.0,17,1.42,69,52,75.4,2,2,8,1,8.3,,,,,,2002-2003
36,Andrés Palop,es ESP,GK,Valencia,28,1973,3,2,200,2.2,0,0.00,13,13,100.0,1,1,0,2,100.0,,,,,,2002-2003
37,Ivan Pelizzoli,it ITA,GK,Roma,21,1980,3,3,270,3.0,3,1.00,12,9,75.0,1,1,1,1,33.3,,,,,,2002-2003
38,Vitaliy Reva,ua UKR,GK,Dynamo Kyiv,27,1974,6,6,540,6.0,9,1.50,25,16,64.0,2,1,3,3,50.0,,,,,,2002-2003
39,Ricardo,es ESP,GK,Manchester Utd,30,1971,4,3,279,3.1,6,1.94,20,14,70.0,1,0,2,1,33.3,,,,,,2002-2003
40,César Sánchez,es ESP,GK,Real Madrid,30,1971,1,1,90,1.0,1,1.00,6,5,83.3,0,1,0,0,0.0,,,,,,2002-2003
41,Davy Schollen,be BEL,GK,Genk,24,1978,2,1,160,1.8,1,0.56,6,5,83.3,0,1,1,1,100.0,,,,,,2002-2003
42,David Seaman,eng ENG,GK,Arsenal,38,1963,9,9,782,8.7,6,0.69,32,26,81.3,3,3,2,5,55.6,,,,,,2002-2003
43,Rami Shaaban,se SWE,GK,Arsenal,27,1975,2,2,180,2.0,1,0.50,10,9,90.0,1,1,0,1,50.0,,,,,,2002-2003
44,Maarten Stekelenburg,nl NED,GK,Ajax,19,1982,3,3,203,2.3,2,0.89,10,8,80.0,1,1,0,1,33.3,,,,,,2002-2003
45,Stuart Taylor,eng ENG,GK,Arsenal,21,1980,2,1,118,1.3,2,1.53,7,5,71.4,0,1,1,0,0.0,,,,,,2002-2003
46,Jelle ten Rouwelaar,nl NED,GK,PSV Eindhoven,21,1980,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,,,,,,2002-2003
47,Henk Timmer,nl NED,GK,Ajax,30,1971,2,1,157,1.7,2,1.15,8,6,75.0,0,1,1,0,0.0,,,,,,2002-2003
48,Francesco Toldo,it ITA,GK,Inter,30,1971,16,16,"1,530",17.0,19,1.12,102,83,81.4,7,6,3,6,37.5,,,,,,2002-2003
49,Víctor Valdés,es ESP,GK,Barcelona,20,1982,4,4,360,4.0,3,0.75,14,11,78.6,4,0,0,1,25.0,,,,,,2002-2003
50,Dany Verlinden,be BEL,GK,Club Brugge,38,1963,6,6,540,6.0,7,1.17,31,24,77.4,1,2,3,2,33.3,,,,,,2002-2003
51,Guillaume Warmuz,fr FRA,GK,Lens,32,1970,6,6,540,6.0,11,1.83,28,17,60.7,0,2,4,0,0.0,,,,,,2002-2003
52,Ronald Waterreus,nl NED,GK,PSV Eindhoven,31,1970,5,5,450,5.0,8,1.60,19,11,57.9,1,2,2,1,20.0,,,,,,2002-2003
53,Stefan Wessels,de GER,GK,Bayern Munich,23,1979,3,2,215,2.4,6,2.51,12,6,50.0,0,2,1,0,0.0,,,,,,2002-2003
54,Edwin Zoetebier,nl NED,GK,Feyenoord,32,1970,5,5,405,4.5,4,0.89,26,22,84.6,1,2,2,2,40.0,,,,,,2002-2003
55,Pascal Zuberbühler,ch SUI,GK,Basel,31,1971,12,12,"1,080",12.0,22,1.83,80,58,72.5,4,4,4,1,8.3,,,,,,2002-2003
1,Francesco Antonioli,it ITA,GK,Roma,31,1969,10,10,900,10.0,7,0.70,35,28,80.0,3,6,1,3,30.0,,,,,,2001-2002
2,Vítor Baía,pt POR,GK,Porto,31,1969,2,2,180,2.0,3,1.50,11,8,72.7,0,0,2,0,0.0,,,,,,2001-2002
3,Fabien Barthez,fr FRA,GK,Manchester Utd,30,1971,15,15,"1,350",15.0,13,0.87,52,39,75.0,8,5,2,5,33.3,,,,,,2001-2002
4,Roberto Bonano,ar ARG,GK,Barcelona,31,1970,13,13,"1,163",12.9,13,1.01,46,33,71.7,7,3,3,4,30.8,,,,,,2001-2002
5,Gianluigi Buffon,it ITA,GK,Juventus,23,1978,10,10,900,10.0,12,1.20,44,32,72.7,5,2,3,3,30.0,,,,,,2001-2002
6,Hans-Jörg Butt,de GER,GK,Leverkusen,27,1974,17,17,"1,530",17.0,28,1.65,81,53,65.4,8,3,6,4,23.5,,,,,,2001-2002
7,Fabián Carini,uy URU,GK,Juventus,21,1979,2,2,180,2.0,4,2.00,10,6,60.0,1,0,1,1,50.0,,,,,,2001-2002
8,Roy Carroll,nir NIR,GK,Manchester Utd,23,1977,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,,,,,,2001-2002
9,Iker Casillas,es ESP,GK,Real Madrid,20,1981,9,8,743,8.3,7,0.85,41,34,82.9,8,1,0,3,37.5,,,,,,2001-2002
10,Petr Čech,cz CZE,GK,Sparta Prague,19,1982,12,12,"1,080",12.0,13,1.08,44,31,70.5,5,2,5,5,41.7,,,,,,2001-2002
11,Grégory Coupet,fr FRA,GK,Lyon,28,1972,6,6,540,6.0,9,1.50,24,15,62.5,3,0,3,1,16.7,,,,,,2001-2002
12,Filip De Wilde,be BEL,GK,Anderlecht,37,1964,6,6,540,6.0,13,2.17,41,28,68.3,0,3,3,0,0.0,,,,,,2001-2002
13,Robert Douglas,sct SCO,GK,Celtic,29,1972,6,6,540,6.0,11,1.83,34,23,67.6,3,0,3,1,16.7,,,,,,2001-2002
14,Jerzy Dudek,pl POL,GK,Liverpool,28,1973,12,12,"1,080",12.0,10,0.83,46,36,78.3,5,5,2,4,33.3,,,,,,2001-2002
15,Dimitrios Eleftheropoulos,gr GRE,GK,Olympiacos,24,1976,5,5,450,5.0,11,2.20,34,23,67.6,1,1,3,0,0.0,,,,,,2001-2002
16,Aleksandr Filimonov,ru RUS,GK,Dynamo Kyiv,27,1973,3,3,270,3.0,6,2.00,16,10,62.5,0,1,2,0,0.0,,,,,,2001-2002
17,Leo Franco,ar ARG,GK,Mallorca,24,1977,3,3,270,3.0,5,1.67,12,7,58.3,1,0,2,0,0.0,,,,,,2001-2002
18,Miki Garro,es ESP,GK,Mallorca,25,1975,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,,,,,,2001-2002
19,Árni Gautur Arason,is ISL,GK,Rosenborg,26,1975,6,6,540,6.0,6,1.00,22,16,72.7,1,1,4,1,16.7,,,,,,2001-2002
20,Angelos Georgiou,gr GRE,GK,Olympiacos,26,1974,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,,,,,,2001-2002
21,Maksim Kabanov,ru RUS,GK,Spartak Moscow,18,1982,2,2,180,2.0,6,3.00,14,8,57.1,0,0,2,0,0.0,,,,,,2001-2002
22,Oliver Kahn,de GER,GK,Bayern Munich,32,1969,12,12,"1,080",12.0,10,0.83,45,35,77.8,6,5,1,4,33.3,,,,,,2001-2002
23,Chris Kirkland,eng ENG,GK,Liverpool,20,1981,2,2,180,2.0,1,0.50,7,6,85.7,0,2,0,1,50.0,,,,,,2001-2002
24,Ivica Kralj,rs SRB,GK,PSV Eindhoven,28,1973,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,,,,,,2001-2002
25,Mickaël Landreau,fr FRA,GK,Nantes,22,1979,11,11,990,11.0,12,1.09,46,34,73.9,3,4,4,3,27.3,,,,,,2001-2002
26,Jens Lehmann,de GER,GK,Dortmund,31,1969,6,6,540,6.0,7,1.17,21,14,66.7,2,2,2,3,50.0,,,,,,2001-2002
27,Maksym Levytskyi,ua UKR,GK,Spartak Moscow,28,1972,4,4,360,4.0,10,2.50,23,13,56.5,0,2,2,0,0.0,,,,,,2001-2002
28,Patrick Lodewijks,nl NED,GK,PSV Eindhoven,34,1967,3,3,270,3.0,4,1.33,13,9,69.2,0,1,2,0,0.0,,,,,,2001-2002
29,José Molina,es ESP,GK,La Coruña,30,1970,11,11,945,10.5,13,1.24,47,34,72.3,4,3,3,3,27.3,,,,,,2001-2002
30,Faryd Mondragón,co COL,GK,Galatasaray,30,1971,12,12,"1,080",12.0,10,0.83,55,45,81.8,3,6,3,5,41.7,,,,,,2001-2002
31,Ruslan Nigmatullin,ru RUS,GK,Loko Moscow,26,1974,6,6,540,6.0,9,1.50,26,17,65.4,2,1,3,0,0.0,,,,,,2001-2002
32,Antonios Nikopolidis,gr GRE,GK,Panathinaikos,30,1971,14,14,"1,260",14.0,14,1.00,61,47,77.0,7,2,5,4,28.6,,,,,,2001-2002
33,Nuno,pt POR,GK,La Coruña,27,1974,4,3,315,3.5,6,1.71,22,16,72.7,1,2,1,0,0.0,,,,,,2001-2002
34,Sergei Ovchinnikov,ru RUS,GK,Porto,30,1970,5,5,450,5.0,5,1.00,18,13,72.2,2,1,2,2,40.0,,,,,,2001-2002
35,Ivan Pelizzoli,it ITA,GK,Roma,20,1980,2,2,180,2.0,3,1.50,9,6,66.7,0,1,1,0,0.0,,,,,,2001-2002
36,Angelo Peruzzi,it ITA,GK,Lazio,31,1970,6,6,540,6.0,7,1.17,30,23,76.7,2,0,4,2,33.3,,,,,,2001-2002
37,Rüştü Reçber,tr TUR,GK,Fenerbahçe,28,1973,6,6,540,6.0,12,2.00,36,24,66.7,0,0,6,0,0.0,,,,,,2001-2002
38,Oliver Reck,de GER,GK,Schalke 04,36,1965,6,6,540,6.0,9,1.50,27,18,66.7,2,0,4,1,16.7,,,,,,2001-2002
39,Pepe Reina,es ESP,GK,Barcelona,18,1982,4,3,277,3.1,4,1.30,13,9,69.2,1,1,1,1,33.3,,,,,,2001-2002
40,Vitaliy Reva,ua UKR,GK,Dynamo Kyiv,26,1974,3,3,270,3.0,3,1.00,13,10,76.9,1,0,2,1,33.3,,,,,,2001-2002
41,Ricardo,pt POR,GK,Boavista,25,1976,12,12,"1,080",12.0,15,1.25,49,34,69.4,3,4,5,4,33.3,,,,,,2001-2002
42,Carlos Roa,ar ARG,GK,Mallorca,31,1969,2,2,180,2.0,4,2.00,11,7,63.6,1,0,1,1,50.0,,,,,,2001-2002
43,César Sánchez,es ESP,GK,Real Madrid,29,1971,9,9,787,8.7,8,0.91,36,28,77.8,4,2,2,3,33.3,,,,,,2001-2002
44,Paulo Santos,pt POR,GK,Porto,28,1972,5,5,450,5.0,4,0.80,17,13,76.5,2,1,2,2,40.0,,,,,,2001-2002
45,David Seaman,eng ENG,GK,Arsenal,37,1963,7,7,630,7.0,8,1.14,26,18,69.2,2,1,4,2,28.6,,,,,,2001-2002
46,Stuart Taylor,eng ENG,GK,Arsenal,20,1980,2,1,135,1.5,1,0.67,6,5,83.3,1,0,0,0,0.0,,,,,,2001-2002
47,Henk Timmer,nl NED,GK,Feyenoord,29,1971,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,,,,,,2001-2002
48,Ronald Waterreus,nl NED,GK,PSV Eindhoven,30,1970,2,2,180,2.0,5,2.50,11,6,54.5,1,0,1,0,0.0,,,,,,2001-2002
49,Grégory Wimbée,fr FRA,GK,Lille,29,1971,6,6,540,6.0,7,1.17,25,18,72.0,1,3,2,2,33.3,,,,,,2001-2002
50,Richard Wright,eng ENG,GK,Arsenal,23,1977,4,4,315,3.5,9,2.57,16,7,43.8,2,0,2,0,0.0,,,,,,2001-2002
51,Edwin Zoetebier,nl NED,GK,Feyenoord,31,1970,5,5,450,5.0,12,2.40,31,19,61.3,1,2,2,0,0.0,,,,,,2001-2002
1,Christian Abbiati,it ITA,GK,Milan,23,1977,5,5,450,5.0,7,1.40,21,14,66.7,1,4,0,1,20.0,,,,,,2000-2001
2,Sven Andersson,se SWE,GK,Helsingborg,36,1963,6,6,540,6.0,14,2.33,41,27,65.9,1,2,3,1,16.7,,,,,,2000-2001
3,Francesc Arnau,es ESP,GK,Barcelona,25,1975,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,,,,,,2000-2001
